content,date
Brussels launches call for experts to advise on EU carbon removals policy. The European Commission has launched a call for experts in carbon removals to form part of an expert group to advise on policy initiatives and legislation concerning both nature-based and industrial removals.,7-July-2022 
"ANALYSIS: Fundamentals favour coal to drive EU power sector emissions above pre-pandemic levels. Attractive margins, tight hydro supply, and weak nuclear output, sent European coal generation soaring over H1 2022, driving EU ETS power sector emissions 7% higher year-on-year, with analysts expecting full-year totals to surpass pre-pandemic levels as fundamentals favour burning the black stuff.",7-July-2022 
"Euro Markets: EUAs unchanged in lacklustre trading as energy markets surge. EUAs ended near flat after spending time in both positive and negative territory on Wednesday, as participation continued to dwindle into the summer holiday season, while energy markets extended their recent rally even after the outlook for gas supply improved after a Norwegian labour strike was ended.",7-July-2022 
UPDATE – EU Parliament endorses plans to label gas and nuclear as green activities. The European Parliament endorsed on Wednesday controversial EU plans to label some nuclear and natural gas plants as climate-friendly investments.,6-July-2022 
"Euro Markets: Carbon’s negative correlation with natural gas resurfaces as TTF prices continue surge. Carbon weakened for a third day on Tuesday as trading activity continued to languish while prices appeared to have renewed their negative correlation to natural gas, and most energy markets rose for a third session on the back of continuing worries over natural gas supply.",6-July-2022 
"Brokers Vertis hire well-known carbon expert as new research head. Brokerage Vertis has hired a well-known emissions trading expert as its new head of research, Carbon Pulse has learned.",6-July-2022 
"Switzerland schedules aviation permit auction for September. Switzerland will offer 157,300 spot aviation carbon allowances from 2022 at auction in September, it announced late last week.",5-July-2022 
"CLARIFICATION – EU lawmaker resolve against taxonomy may fall short -sources. The European Parliament could fall 60 votes short of rejecting EU plans to apply a green label to gas and nuclear investments, EU sources told Carbon Pulse on Monday, though this week’s ballot remains in the balance with up to 100 lawmakers yet to make up their minds.",5-July-2022 
"Euro Markets: EUAs slip in lacklustre trading amid energy surge on continuing gas supply worries. EUA prices slipped in very thin Monday trading despite significant rallies in energy markets, where record highs in German power and imminent strikes at Norwegian gas production boosted prices in those markets by as much as 10%.",5-July-2022 
"Netherlands to expand energy-curb orders to EU ETS-covered firms. The Netherlands is to expand its mandatory energy efficiency measures to EU ETS-covered firms from 2023, the government said on Monday, deepening its efforts to cut emissions and end reliance on Russian fossil fuels.",4-July-2022 
"Euro Markets: EUAs drop sharply after weak auction as traders eye MSR sale approval. EUA prices began the new quarter and half on a weak note, falling by the largest daily margin in nearly four weeks, as the daily auction cleared at a significant discount after three positive differentials in a row, and traders anticipated a fast-track approval process for the European Commission’s plan to sell additional EUAs from the market stability reserve.",2-July-2022 
"Pending CORSIA baseline decision ‘critical’ for aviation decarbonisation pathway. A decision on whether aircraft operators should use set a baseline of 2019 emissions, or the 2019 and 2020 average, to measure obligations for CORSIA international aviation offsetting scheme will be critical for the decarbonisation of the industry, a senior aviation stakeholder told a conference Friday.",2-July-2022 
"UK must guard against calls for ETS suspension as energy bills rise, industry representative warns. Britain should guard against calls for extreme measures to protect its industry from the impacts of higher power and gas costs this winter, including suspending the UK ETS, according to an energy industry representative.",1-July-2022 
"France proposes factoring inflation into RePowerEU’s MSR sale plan -Bloomberg. EU nations are examining an informal proposal that would amend the design of the distribution of REPowerEU disbursements, including some €20 billion stemming from the sale of carbon allowances currently held in the MSR, Bloomberg reported, citing a document.",1-July-2022 
EEX changing EU carbon contract ISINs to improve trade reporting. European energy exchange EEX is changing the International Securities Identification Numbers (ISINs) of its spot EU emissions allowance contracts following a joint request from the European Securities Markets Authority (ESMA) and the European Commission.,1-July-2022 
"EU ministers seek automatic EU ETS supply injection to curb price spikes. EU environment ministers want an automatic EUA supply injection to prevent excessive price fluctuations in the bloc’s carbon market, according to a document published on Thursday that suggests legislators are all-but certain to agree to beef-up the market’s Article 29a mechanism.",1-July-2022 
"Shipping’s inclusion in EU ETS will further fuel rampant inflation, says expert. EU plans to including shipping in its ETS will fuel further inflation and could change trade flows as vessels try to evade carbon costs, a conference heard on Thursday.",1-July-2022 
"EU co-legislators to begin trilogue talks on ETS reforms in mid-July -sources. EU legislators are striving to avoid any delays on ETS reforms, with inter-institutional talks set to start as early as July, a senior diplomat told Carbon Pulse on Thursday, just two days after member states reached a unified approach on five key Fit for 55 climate policy proposals.",1-July-2022 
"Euro Markets: EUAs rise to six-week high as trilogue negotiations on ETS reform set to start in July. EUAs rose to a new six-week high on Thursday amid continued steady buying, after sources in Brussels said the European Council, Commission and Parliament would start negotiations over a final compromise set of reforms to the EU ETS in July.",1-July-2022 
"Restricting EU ETS access could have ‘undesired consequences’ -Commission official. Restricting the access of speculators in the EU ETS would achieve little and could lead to undesired consequences, a senior European Commission official told a conference Thursday in remarks that reinforce the EU executive’s scepticism about lawmaker efforts to curb carbon market access.",1-July-2022 
"EUAs to suffer €10 hit if current industrial demand destruction continues -analyst. European carbon prices for 2022 and 2023 will suffer downside in the region of €10 if current levels of industrial demand destruction in the face of soaring energy prices were to continue, an analyst told a conference on Thursday.",30-June-2022 
"ANALYSIS: European electricity reform could boost affordability, avoid carbon costs. European nations are to overhaul their power markets in a scramble to curb consumer costs and boost energy security while keeping climate goals intact. Renewable-friendly market design that avoids carbon costs is increasingly seen as delivering on all three objectives.",30-June-2022 
"Euro Markets: EUAs hit one-month high on technical breach before profit taking trims gains. EUA prices rose to their highest in more than a month early on Wednesday as traders followed a technical breakout before profit taking trimmed the gains, while some continued to hedge forward power generation as energy prices continued to advance amid ongoing supply worries.",30-June-2022 
"EU ministers reach agreement on climate bills after talks run late. EU nations agreed a united line on five climate policy reform proposals after intense talks that stretched for over 16 hours into the early hours of Wednesday, with ministers stumbling on thorny issues such as the size of the Social Climate Fund (SCF) and an ETS price controlling mechanism tasked with curbing sudden price hikes.",29-June-2022 
"Euro Markets: EUAs rise to four-week high amid short squeeze as market awaits Council reform position. EUAs rallied amid a short squeeze after a weak opening on Tuesday as the market awaited a united position among member states on ETS reforms, while energy prices sagged as the EU sought more ways to cut gas consumption.",29-June-2022 
"G7 agrees on ‘inclusive’ climate club, shies away from carbon price unison. G7 leaders wrapped up their three-day summit on Tuesday with German ​​Chancellor Olaf Scholz touting an agreement on a new international climate club, while leaders also noted the requirement for greater fossil investment in the face of Russia’s invasion of Ukraine.",28-June-2022 
"EU nations seen sticking close to Brussels on current ETS, split over ETS2 funds. EU ministers arrived in Luxembourg on Monday for two-day talks to reach a united position on several Fit for 55 (FF55) climate policy reform proposals, aiming to keep pace with the European Parliament in the two-track legislative process.",28-June-2022 
"Euro Markets: EUAs advance amid continued hedging demand as market awaits Council position on reforms. EUAs posted modest gains yet remained within their recent range on Monday, as trading continued to be active in longer-dated contracts amid steady forward hedging and some anticipation of Tuesday’s Council of member states to decide a position on reforms to the EU ETS.",28-June-2022 
"INTERVIEW: Now that the European Parliament has passed ‘Fit for 55’, what do the analysts think?. The European Parliament this week approved a raft of measures to reform the EU ETS and advance the European Commission’s monumental Fit for 55 climate policy package. Now that the dust has settled somewhat after hundreds of amendments were adopted by the full legislature, and with the file now set to move to trilogue negotiations between the Parliament, Commission, and EU member states, Carbon Pulse had a dozen analysts weigh in on the main aspects of what was agreed by MEPs.",25-June-2022 
"Denmark imposes domestic carbon levy for ETS-covered firms. Danish EU ETS-covered companies will face a carbon fee of DKK 75/t (around €10) in 2025, rising annually to DKK 375/t (€50/t) by 2030, the government said on Friday.",25-June-2022 
"European nations win treaty ‘carve out’ to curb protection for fossil fuels. The 54 nations signed up to the Energy Charter Treaty struck a provisional agreement on Friday that would enable European nations to limit protections for fossil fuel projects as they strive to cut emissions, though green groups said the deal was riddled with loopholes.",25-June-2022 
"Euro Markets: EUAs ease 0.8% on weaker energy complex as market awaits clarity on key German, EU legislation. European carbon prices eased slightly on Friday as traders awaited clarity on Germany’s plans to ease its gas supply concerns and member states’ position on ETS reforms ahead of crunch talks due next week.",24-June-2022 
"Germany’s recourse to coal to raise EU power sector emissions by 5% in 2023 and 2024 -analysts. Germany’s decision to delay the retirement of coal plants scheduled to close and re-activate reserve capacity could push EU power sector emissions 5% higher over the next two years, according to a modelled report from analysts at an energy consultancy.",24-June-2022 
"Euro Markets: Carbon claws back Wednesday’s losses amid renewed hedging demand after options expiry. EU carbon prices broke out of a very narrow morning range on Thursday as utilities resumed forward hedging after the previous day’s expiry of options contracts, while energy prices surged as Germany announced plans to reward industry for cutting gas use amid further tightening in Russian supplies.",24-June-2022 
"EU nations seek to delay ETS2, discard ‘diversified’ approach -leaked draft. EU nations are sticking to their line that the proposed carbon market for transport and buildings should be delayed by a year to 2027, according to the latest leaked draft seen by Carbon Pulse on Thursday, a week ahead of when the governments are due to reach a united position on several climate bills.",23-June-2022 
"Fit for 55: Reactions to the EU Parliament’s repeat vote on ETS-related proposals. Selected reactions to the European Parliament agreed positions for three closely-related proposals under the EU’s Fit for 55 climate policy package: the EU ETS review, the Social Climate Fund, and the carbon border adjustment mechanism (CBAM) proposal.",23-June-2022 
"Euro Markets: EUAs slide after Parliament adopts ETS reform position including market access limits. EUA prices slumped on Wednesday afternoon after the European Parliament approved amendments to the Fit for 55 ETS reform package at the second time of asking, including proposals to limit access to the physical market.",23-June-2022 
"Analysts forecast European fossil fuel consumption could halve by 2030 at no extra cost. Modelled findings in a report published Wednesday have found that by scaling wind and solar power even faster, fossil fuel consumption could be reduced by a significant proportion by 2030 at no additional cost relative to stated policies as well as the EU’s proposed Fit for 55 climate package.",22-June-2022 
"EU Parliament adopts ETS reform position at second attempt. The European Parliament voted again on EU ETS reform on Wednesday, managing to agree at the second attempt two weeks after a divisive first vote that saw line-by-line amendments rejected.",22-June-2022 
"ANALYSIS: Flatlining EU carbon prices help coal margins improve as Europe hastens to conserve gas. Stable EU carbon allowance prices have enabled margins for coal-fired generation to improve dramatically in 2022, as the bloc turns to the solid fuel as a means of helping wean itself from an overwhelming dependence on Russian natural gas.",22-June-2022 
"EU could tap ‘hidden treasure’ by cutting carbon market’s free allocation, says Delbeke. The EU could consider phasing out free allowances in the EU ETS more quickly to help meet the bloc’s greater investment needs in the aftermath of Russia’s invasion of Ukraine, the European Commission’s former top climate official told a conference on Tuesday.",22-June-2022 
"﻿Emissions trading participants double carbon price outlook across global markets. Participants in emissions trading mechanisms around the world have near-doubled their outlook for carbon prices when compared last year, according to an annual report published on Tuesday, but their expectations still fall well short of levels thought needed to limit global warming to 1.5C.",22-June-2022 
"Euro Markets: Prices stabilise ahead of June options expiry and Parliament vote on ETS reform. Trade in the EU ETS was quieter than usual on Tuesday with numerous participants attending an industry event and few participants focusing on tomorrow’s Parliamentary vote on ETS reform, while prices advanced ahead of the expiry of the June options contract on Wednesday.",22-June-2022 
"PREVIEW: Germany’s G7 climate club plans remain hazy amid energy security woes. With G7 leaders due to gather in less than a week in the Bavarian Alps, many expect Berlin to champion a long-trumpeted idea of a climate club to spur climate cooperation beyond the EU.",21-June-2022 
"Asian steel set to forge ahead with blast furnaces as EU wobbles over border protection. The steel industry in China and India is set to shun the move away from blast furnaces to less polluting electric arc furnaces (EAF), while the global industry has ignored the impact of metallurgical coal mining from its carbon accounting, according to a report published on Tuesday.",21-June-2022 
"Prospects for EU ETS reform compromise improve ahead of repeat Parliament vote. The chances of a European Parliament compromise on EU ETS reforms appear to have improved as a crunch vote looms this week, amid few fresh amendment submissions and as one well-placed source suggested that a fourth political group may also support the move.",21-June-2022 
Switzerland’s first Phase 3 carbon permit auction clears at record high. Switzerland’s latest carbon permit auction has cleared at a new record high.,21-June-2022 
Euro Markets: EUAs shave early gains after Germany hastens coal plant drive to cut gas consumption. EUAs gave up some of their early sharp gains on Monday as the market digested the news that Germany’s government will bring reserve coal plants back on line but also reward industries that reduce gas consumption.,21-June-2022 
"EU countries make more progress with 2022 free carbon permit handouts. Countries made a bit more progress over the past month in handing out this year’s free carbon permit allocations under the EU ETS, with five governments still not past the halfway mark.",20-June-2022 
"EU steel sector can achieve major CO2 cuts with switch to electric, report finds. Switching EU steel mills to electric arc furnaces and optimising the use of domestic scrap metal could cut the sector’s bloc-wide emissions by up to 73% by 2030, according to a study published by an environmental think-tank on Monday.",20-June-2022 
"UPDATE – Germany confirms plans to boost coal-fired power, incentivise industry to curb gas use, with other nations to follow suit. Germany on Sunday advanced plans to bring reserve coal power plants back into regular use and to install a mechanism to reward heavy industry for using less gas as Russia has cut deliveries of the fuel, with signs that other nations are following suit.",20-June-2022 
"Experts outline policy proposals to speed up direct air capture investment. Multiple stakeholders across the science, investment, and policy sectors have this week outlined how governments should legislate to help scale direct air capture (DAC) technology as soon as possible and keep the world within a Paris-aligned warming target.",18-June-2022 
"EU lawmakers should rethink ETS2 options to protect the poorest –study. EU legislators should consider alternative options to adequately ensure vulnerable citizens don’t end up worse off due to the proposed parallel ETS on heating and road transport, according to a report by Germany-funded researchers.",18-June-2022 
"European coalition calls on EU to impose minimum sustainable shipping fuel quota. A coalition of energy providers, shipping companies, and NGOs has called on the EU to introduce a minimum quota of 6% sustainable and scalable hydrogen fuels by 2030.",17-June-2022 
"Euro Markets: EUAs dip another 1% as investors unload risk. EUAs tracked gas price movements for much of Friday and continued to ease following the previous session’s heavy losses, with traders eyeing further gas price volatility as the key market driver for the Dec-22 over the next week.",17-June-2022 
"Euro Markets: EUAs slip nearly 4% as gas surges, financial markets reel. EUAs tumbled towards €83 on Thursday as traders faced pressure to sell carbon to cover positions in the surging gas market, while investors braced for a global recession after the Fed’s interest rate hike.",17-June-2022 
"Belektron founder invests in Slovenian battery storage company. The founder and owner of Slovenian carbon trading company Belektron has acquired a one-third stake in a battery storage company based in the country, the companies said on Thursday.",17-June-2022 
"EUAs to feature in new hybrid voluntary carbon contract. EU ETS allowances will be used as a substitute for removals units in a new global “hybrid” credit for the voluntary carbon market (VCM) until the removals market develops enough liquidity, the contract’s developers said on Thursday.",16-June-2022 
"EU ETS revenue used to support gas boiler retrofitting, study finds. Revenue from auctioning EU ETS allowances should be earmarked for climate action after countries within the bloc were found using some of the cash to support fossil fuels, and in particular new gas boilers through building retrofitting, according to a study published this week.",16-June-2022 
Netherlands’ ETS-covered firms face greater CO2 tax burden. EU ETS-covered firms in the Netherlands may face greater carbon costs in the coming years as the Dutch government has announced a steeper cut to exemption rights for the policy.,16-June-2022 
"Euro Markets: EUAs post second day of gains amid MEP pact, stronger gas prices. EU carbon posted a second day of gains on Wednesday as traders took heart from reports that lawmakers had reached a provisional Parliamentary deal on ETS reforms, while energy markets continued to forge ahead amid further cuts in natural gas supplies.",16-June-2022 
"UPDATE – EU lawmakers strike provisional deal on ETS reform ahead of repeat vote. Senior MEPs from the centre-right EPP, centre-left S&D and liberals from Renew – the three largest political groups – have sealed a provisional deal on the EU ETS reform late Tuesday that would see an earlier phaseout of free allowances and a slightly tighter annual cap cut than at last week’s failed vote.",15-June-2022 
French bank raising €5 mln via EUA-linked fixed rate notes. A French bank is raising €5 mln through a structured fixed rate investment product linked to EU carbon allowances.,15-June-2022 
"France proposes delaying ETS2 start by a year in carbon market reforms. EU nations should consider delaying by a year to 2027 the launch of a second ETS for buildings and road transport, according to a draft proposal by France, which is currently steering member state talks.",15-June-2022 
Private equity firm scoops up controlling stake in European energy markets news provider. A US-headquartered private equity firm has purchased a majority share in a European energy markets news provider.,15-June-2022 
"Euro Markets: “Baffling” EUAs post biggest gain in two weeks as cooling demand rises. EUA prices made their biggest gain in two weeks on Tuesday as lawmakers agreed to resubmit changes to the ETS reform bill to the full Parliament, while power and coal prices advanced on increasing cooling demand and gas prices jumped after a major US LNG exporter delayed the restart of a unit.",15-June-2022 
"EU lawmakers object to plans to feature gas and nuclear in green investment rulebook. Two cross-party committees of the European Parliament voted by a thin margin on Tuesday against including natural gas and nuclear energy on a list of climate-friendly investments, teeing up a full Parliament ballot early next month.",14-June-2022 
"UPDATE – EU Parliament committee backs plan to resubmit ETS reform bill changes. The European Parliament’s environment committee (ENVI) on Tuesday backed a plan to ensure line-by-line amendments carried during last week’s failed first Parliament ballot will be voted on again by the full assembly, as senior MEPs held talks behind closed doors. ",14-June-2022 
"EU will fail to meet Global Methane Pledge unless people eat less meat, warns report. Tackling methane emissions from cows is the blind spot of the EU that risks the bloc failing to meet the Global Methane Pledge unless policies are adopted to encourage a shift in diet away from meat and dairy products, an analyst report said Monday.",14-June-2022 
"EU lawmakers set to spurn chance to quickly reopen talks on ETS reform  . The European Parliament’s environment committee (ENVI) is likely to delay reopening divisive negotiations on EU ETS reforms following a meeting of senior lawmakers on Monday, a move that would postpone confrontation ahead of a second vote in the full assembly later this month.",14-June-2022 
"Euro Markets: EUAs slip on macro worries even as carbon proves resilient to energy weakness. EUAs slipped in modest trade on Monday as the market awaited developments from the European Parliament’s environment committee, which meets today and tomorrow to discuss a revamped report on the Fit for 55 ETS reform package, after the original version was rejected by the full Parliament.",14-June-2022 
"Euro Markets: EUAs chalk up 5.8% weekly loss despite late surge as traders await progress on EU ETS reforms. EUAs chalked up a 5.8% weekly loss despite a late move higher in light trading on Friday, as traders awaited news on the European Parliament’s efforts to adopt a position on the Fit for 55 ETS reform package amid weaker energy prices.",11-June-2022 
"UK experts target inclusion of negative emissions in ETS, urge EU linkage. Engineered greenhouse gas removals should be integrated into the UK ETS in the mid- to long-term, multiple experts told a conference on Friday, urging linkage of the system to the EU carbon market while pointing to CfDs as a more appropriate immediate approach for scaling the technology.",10-June-2022 
"SparkChange cross-lists exchange-traded physical carbon vehicle in Germany, Italy. Investment manager SparkChange has cross-listed its physically-backed exchange-traded carbon commodity (ETC) on stock exchanges in Germany and Italy.",10-June-2022 
"“Disturbing” decisions by EU lawmakers on aviation ETS reforms threaten global climate cooperation, airline group warns. The world’s largest airline association has slammed EU lawmakers for their decision this week to tighten emissions regulations on the industry, which it said undermines and threatens a separate global climate agreement.",10-June-2022 
"EU legislators aim to avoid delays in climate reforms after Parliament’s vote rejection. The EU’s institutions are striving to avoid any ultimate delays to the passage of the bloc’s Fit for 55 climate policy package, sources close to the process said on Thursday as parliamentarians agreed to a swift return to vote following their chaotic failure to adopt positions a day earlier.",10-June-2022 
"Euro Markets: EUAs snap four-day decline on post-vote short-covering. EUA prices broke a four-day streak of losses on Thursday as traders covered short positions built up around the European Parliament’s vote on the ETS reform package, while most attention was on natural gas prices, which jumped as much as 15% after a fire knocked out a major US LNG exporting terminal.",10-June-2022 
"EU ETS in line for volatility after Parliament failure to agree on reforms, say analysts. Analysts envisage a period of high volatility and low liquidity for the EU ETS as participants step back amid the uncertain outlook following the European Parliament’s rejection of proposed reforms, with experts split on whether a second attempt by the assembly would lead to higher ambition.",10-June-2022 
"North Sea emitters to shell out record £600 mln for UK carbon allowances this year -analysts. Emitters in the North Sea will shell out a record £600 million for carbon allowances this year, analysts have predicted, as the emissions intensity of the UK’s oil and gas sector worsens amid rising UKA prices.",9-June-2022 
"EU’s ETS-derived Modernisation Fund invests €2.4 billion in seven nations. The EU’s Modernisation Fund made available €2.4 billion to seven central and eastern member states on Wednesday, with the vehicle’s third disbursal being put towards 45 projects for renewables and energy efficiency but including some gas-fired activities.",9-June-2022 
"Euro Markets: EUAs hit two-week low, shrug off wild swings amid chaotic Parliament reform vote. European carbon extended losses for a fourth day despite a brief spike in response to a chaotic Parliamentary vote on the ETS reforms, as prices rose and dropped as much as 2.7% after the assembly voted to refer the bill back to committee, before ending lower on the busiest day in nearly three weeks.",9-June-2022 
"Accusations, chaos as EU Parliament fails to adopt position on ETS reforms amid progressives protest. The European Parliament voted to reject a proposal on EU ETS reforms on Wednesday, amid chaotic scenes and flying accusations in the legislature after a line-by-line ballot weakened many amendments to a level that was unacceptable to progressive members.",8-June-2022 
"As EU ETS vote looms, lawmakers waver on free allocation and second carbon market. Hard-fought compromises on EU ETS reform are at risk of unravelling just a day ahead of crunch European Parliament votes, observer sources told Carbon Pulse on Tuesday, noting that several MEPs are set to break party ranks amid pressure from their home nation industries.",8-June-2022 
"Euro Markets: EUAs give up early gains ahead of EU ETS reform voting amid worries over market access. European carbon gave up early gains on Tuesday as the market watched for signals from Strasbourg, where the European Parliament debated the Fit for 55 reform package ahead of votes on Wednesday that included discussions over restrictions on market participation.",8-June-2022 
"Germany mulls adding waste incinerators to domestic CO2 pricing scheme -media. Germany could add waste incinerators and small lignite-fired power plants to its national carbon pricing mechanism (nEHS) that currently covers fuels used for buildings and road transport, media reports suggest.",7-June-2022 
"EU lawmakers jostle over ETS concessions for industry on eve of vote. The European Parliament’s position on industry concessions under the EU ETS remains in the balance on the eve of a mammoth series of votes on eight climate policy bills, after the biggest political group introduced a last-minute amendment that could substantially ease carbon costs for big-emitting firms.",7-June-2022 
Two startups team up to offer vessel emissions prices. Two startups hope to capture pricing benchmarks in the global shipping market ahead of the sector’s expected entry into the EU ETS by offering a set of ocean freight and CO2 prices.,7-June-2022 
"Euro Markets: EUAs slump on technical selling as traders eye ETS reform vote. European carbon made a lacklustre start to the week, with prices tumbling more than 6% in thin trading on Monday after failing to breach a key resistance level, while traders absorbed reports that the European Parliament is seeking more stringent restrictions on financial participation in the EU ETS.",7-June-2022 
"COMMENT: Restricting market access will damage the EU ETS. EU institutions, stakeholders and experts agree that the EU’s carbon market should serve as the centrepiece of Europe’s decarbonisation efforts. To reach enhanced climate ambition for 2030, the EU needs a well-functioning carbon market fostering cost-efficient emission reductions. However, this role has just been cast into doubt.",6-June-2022 
"Lawmakers float tighter controls on EU carbon market prices, access ahead of key vote. Lawmakers from the EU’s major political groups have proposed amendments to limit investor access to the bloc’s carbon market and to implement stricter price control measures, ahead of a major European Parliament vote on the ETS reforms next week.",4-June-2022 
"PREVIEW: EU lawmakers likely to downsize ETS ambition in key votes. The European Parliament is set to vote on several key climate policy bills next Wednesday, against the backdrop of a heavily-altered geopolitical landscape that is upping political pressure to ensure energy supplies.",4-June-2022 
"EU Parliament set to back full ETS entry for shipping, as NGOs highlight loopholes. The European Parliament is likely to back the entry of all shipping emissions into the EU ETS from 2024 in a vote next week, stakeholders said, with lawmakers replicating much of a preliminary Committee position but also crafting exemptions that would substantially weaken the carbon price signal for some.",3-June-2022 
"Romania advances its coal exit by another two years to 2030. Romania has published a draft emergency law outlining a schedule for the phaseout of all its remaining coal power capacity by end-2030, two years earlier than it set out just eight months ago as the country ramps up renewables investments.",3-June-2022 
"Post-pandemic shift in EU policies to cut fossil power 31% by 2030 -report. EU nations have accelerated their shift away from fossil-based power generation by almost a third since the pandemic and war in Ukraine, analysis by environmental think-tanks showed on Wednesday.",2-June-2022 
"Dutch firm buys controlling stake in Europe-based transportation emissions auditor. A Europe-based transportation emissions auditor has been acquired by a Dutch TIC firm, they announced Friday.",2-June-2022 
"EU carbon price inflation is undermining competitiveness, finds survey. Carbon inflation has become the new “normal” for participants in the EU Emission Trading System (ETS) who warn the cap-and-trade market is undermining competitiveness, a survey finds.",2-June-2022 
"Euro Markets: EUAs climb sharply at end of day on short squeeze in illiquid market. EUAs made robust late gains in another thinly-traded session on Wednesday amid a short squeeze ahead of a long weekend in the UK, as attention focused on events in Brussels where lawmakers were setting out positions ahead of next week’s full Parliament vote on the EU ETS reform package.",2-June-2022 
"MSR sale plan would lead to tighter EU ETS by end of Phase 4 -analyst. A plan to sell roughly 250 million EUAs from the Market Stability Reserve would depress EUA prices in the near term, but would lead to an overall tightening of the market later in the current phase, an analyst said on Wednesday.",1-June-2022 
"EU Parliament lowers sights on ETS ambition ahead of vote. The full European Parliament is likely to scale back its ambition for EU ETS reform in a vote next week, with senior lawmakers targeting a 63% emissions cut by 2030 as a compromise between the 67% level sought in an interim parliamentary ballot and the 61% goal proposed by Brussels.",1-June-2022 
"EU leaders task ministers to quickly sign-off on RePowerEU plans. EU leaders on Tuesday tasked their ministers to rapidly agree a position on the bloc’s RePowerEU proposals, ending a two-day summit resolved to forging a more united energy policy.",1-June-2022 
"Euro Markets: EUA prices stabilise despite MSR sale opposition as markets wind down ahead of holidays. EUA prices were little changed on Tuesday as activity wound down ahead of public holidays and a pause in the daily auction programme, while traders eyed proceedings at an EU leaders’ meeting where some member states voiced objections to a plan to sell MSR-held units.",1-June-2022 
"UPDATE – EU leaders strike deal to ban Russian oil, opposition builds to MSR sale idea. EU leaders struck a deal late Monday to rapidly end Russian oil imports, while sources said as many as nine member states could voice opposition to MSR carbon allowance sale plans that are due to be discussed Tuesday.",31-May-2022 
"Norwegian companies ‘greenwashing’ by mistake, finds report. There are likely no Norwegian companies with significant CO2 emissions that are climate neutral currently, although the firms have not been deliberately greenwashing, a report claimed Monday in findings that reflect the uncertainty faced by companies worldwide in implementing climate strategies.",31-May-2022 
"Euro Markets: EUAs drift in light trading despite looming auction pause. EU carbon prices drifted in very thin trade on Monday morning as traders dialled down activity amid holidays and ahead of a pause in EUA auctions, as well as an EU summit where leaders were expected to discuss energy and a proposal to auction EUAs from the market stability reserve.",31-May-2022 
"G7 energy ministers fail to set 2030 coal exit deadline, scale back carbon price ambitions. G7 energy ministers pledged on Friday to ditch coal-fired production but failed to set the hard 2030 deadline that hosts Germany had crafted in a draft agreement text.",28-May-2022 
"Euro Markets: EUAs ease to thinly-traded marginal loss despite auction gaps. EUAs traded broadly sideways for most of Friday as traders initially consolidated the previous session’s  gains on continued thin volume due to public holidays across Europe, before a late dip prior to the close saw the Dec-22 ease to a 56-cent daily loss.",27-May-2022 
Brokers Vertis seek new lead analyst as research head exits after decade with firm. Brokerage Vertis is looking for a new head of research after its chief analyst resigned after more than 10 years with the firm.,27-May-2022 
"Euro Markets: EUAs make robust gains in thin holiday trade as auction pause begins. EU carbon prices advanced for a third day despite thin trade on Thursday, as prices breached technical resistance amid a lack of selling interest, while a significant lack of auction supply over the next week was also seen as supportive.",27-May-2022 
"COMMENT: The EU’s MSR sale proposal – “Ooooh! Look at that cookie jar!”. The European Commission’s plan to bring roughly 200-250 million EUAs out of the Market Stability Reserve (MSR) and auction them to raise €20 billion to fund the bloc’s shift away from Russian energy has jolted the EU ETS, igniting “trust” concerns by market participants who liken the move to Brussels raising the EU’s climate cookie jar.",26-May-2022 
"UK govt issues £27 mln in EU ETS non-compliance fines. The UK government has levied more than £27 million in new environmental fines, with the bulk related to compliance breaches under the EU ETS.",26-May-2022 
"Euro Markets: EUAs little changed in thin trade as scarce buyers fail to retake technical level. EUA prices consolidated their gains from Tuesday after early strength, but failed to re-take a key technical level amid thin trading as participants eyed public holidays across much of Europe in the coming few days.",26-May-2022 
Progressive MEPs fear REPowerEU will scupper chances of higher ETS ambition. A European Parliament compromise on the EU ETS reform might lose relevance in the run-up to a vote by the full assembly next month in the wake of proposed changes to the supply-managing MSR via the REPowerEU strategy.,25-May-2022 
"INTERVIEW: Speculator curbs a far greater risk to EU carbon market than MSR sale plan, warns ETS architect. The EU carbon market is overreacting to a proposal to sell up to €20 billion in allowances over four years to fund the bloc’s move away from Russian energy, one of the fathers of the ETS told Carbon Pulse Tuesday, adding that he’s far more worried about efforts to limit speculators.",25-May-2022 
"Less than 4% of global GHGs covered by a sufficient carbon price to meet 2030 goals. Despite direct carbon price instruments covering almost one quarter of global greenhouse gas (GHG) emissions bringing in $84 billion in 2021, less than 4% are within a system with a sufficient price to meet Paris Agreement-aligned 2030 climate goals, a report from the World Bank said Tuesday.",25-May-2022 
"Euro Markets: Carbon wipes out Monday losses amid short covering and options pull. European carbon held on to early gains on Tuesday to wipe out Monday’s losses as options hedging and short covering in a thinly traded market drove prices back above €80, while an EU official said that proposed sales of EUAs from the market stability reserve would be evenly spread over four years.",25-May-2022 
"Market needs reassurance that “taboo” EU carbon MSR sale is a one-off. The European carbon market requires assurances that the proposed sale of EUAs from the Market Stability Reserve (MSR) is an exceptional circumstance and will not be repeated, in order to avoid undermining the functioning of the EU ETS, stakeholders told a conference Tuesday.",24-May-2022 
"Investment fund to launch Australia’s first carbon ETF. The Australian branch of US investment firm VanEck will launch the first exchange-traded fund (ETF) on the Australian Securities Exchange that will be tracking global carbon futures prices, the firm said.",24-May-2022 
